Price,Close,High,Low,Open,Volume
2022-04-29,6.6281657218933105,6.735297236443859,6.567613648176752,6.674744718517068,9211388
2022-05-05,6.618850231170654,6.707349792266104,6.562955701392964,6.679402749482377,6989296
2022-05-06,6.7539286613464355,6.767902182473806,6.544324067594971,6.58624507518731,15946356
2022-05-09,6.712007522583008,6.786533559419509,6.679402492519594,6.767902050210384,12976704
2022-05-10,6.688718795776367,6.725981818488526,6.66542973973897,6.712008296024034,775292
2022-05-11,6.712007522583008,6.739955008501806,6.632823497391671,6.730639031792133,5575124
2022-05-12,6.660770893096924,6.7026918993022315,6.530350330399464,6.656112904805175,4327996
2022-05-13,6.698034286499023,6.730639317948657,6.6467977450481355,6.684060765050643,3193724
2022-05-16,6.56761360168457,6.707349702146184,6.56761360168457,6.693376180942068,3492732
2022-05-17,6.684060573577881,6.7306391251415985,6.586245037820783,6.614192079916968,7691800
2022-05-18,6.632823944091797,6.6794029423566705,6.567613879573272,6.6794029423566705,2760960
2022-05-20,6.581586837768555,6.6235078437750765,6.558297340630464,6.6235078437750765,2223648
2022-05-23,6.614192008972168,6.6374815066093324,6.497744964996565,6.600218488073957,3355340
2022-05-24,6.614192008972168,6.688718046042918,6.59556049970448,6.618849997341645,1770824
2022-05-25,6.553639888763428,6.6235083858963,6.539666367020952,6.6235083858963,4650680
2022-05-26,6.604876518249512,6.651455069608443,6.558297522680357,6.590902553052632,5226148
2022-05-27,6.586245536804199,6.637482080669109,6.576929559259528,6.6048770476832805,2539628
2022-05-30,6.502403259277344,6.642139807464139,6.502403259277344,6.590902821409844,4114512
2022-05-31,6.586245536804199,6.632824091896774,6.44185099433362,6.5210350266222825,5072732
2022-06-01,6.576929569244385,6.637482090745894,6.525693025301689,6.609534602279713,3599232
2022-06-02,6.595560550689697,6.6095340716959265,6.544324010860041,6.5769290412779835,4220804
2022-06-03,6.777217864990234,6.828454403038566,6.5815868008635725,6.5955603213839895,17131832
2022-06-06,6.758586883544922,6.861059967636743,6.758586883544922,6.8470864460260845,5620896
2022-06-07,7.1079277992248535,7.336163902927705,6.758586660990201,6.758586660990201,27313088
2022-06-08,6.70269250869751,7.219717262412661,6.618850488664146,7.135875242379297,10487144
2022-06-09,6.800507545471191,6.8750335825376885,6.618849996963939,6.725981064194474,8238736
2022-06-10,6.991480827331543,7.000796360127326,6.7399552229021245,6.753928744200917,9118532
2022-06-13,7.489874362945557,7.690163434903,7.014770620896826,7.019428165385643,22042860
2022-06-14,7.373426914215088,7.634268048392362,7.317532385462815,7.536452956233555,8168568
2022-06-15,7.340822219848633,7.541111290212436,7.336164231186626,7.438637760699531,4709644
2022-06-16,7.531795024871826,7.708794145157132,6.991480798627676,7.354795460376288,9767176
2022-06-17,8.017251014709473,8.259464047467697,7.53282541117772,7.605489136211309,15309504
2022-06-20,7.823480129241943,8.424168290155372,7.794414826415139,8.230398064694478,8634824
2022-06-21,7.842857837677002,8.017250583585852,7.7944150489364645,7.881611883875562,6854104
2022-06-22,7.993030071258545,7.993030071258545,7.66846457080018,7.896144488685836,5380092
2022-06-23,7.886456489562988,8.094758916590978,7.8670790039030605,7.959120212848973,5824420
2022-06-24,7.784726142883301,7.959119809098514,7.775037400544828,7.934897953252332,5179172
2022-06-27,7.6636199951171875,7.6636199951171875,7.6636199951171875,7.6636199951171875,82308
2022-06-28,8.017251014709473,8.172268131809027,7.794415468077215,7.828325144828264,11178872
2022-06-29,7.784726142883301,8.12866910414449,7.678152749068073,8.031783528698412,7994224
2022-06-30,7.557046413421631,7.784726319732092,7.498914882039521,7.765349758584286,6729444
2022-07-01,8.186800003051758,8.235242792507439,7.561890421393816,7.561890421393816,14065520
2022-07-04,8.477455139160156,8.99579081983372,8.186799349595093,8.235242135184151,17063952
2022-07-05,8.2594633102417,8.76326681691545,8.177110849495772,8.647004682445194,8789464
2022-07-06,8.395103454589844,8.46292280628357,8.070537962389432,8.288530055646936,8908924
2022-07-07,8.341816902160645,8.511366217742939,8.259464430247498,8.433858117585794,5653832
2022-07-08,8.370882034301758,8.4629223136803,8.249775528201168,8.34181580757971,2626576
2022-07-13,8.206177711486816,8.448390741379832,8.181955854115886,8.375727017205804,5030536
2022-07-14,8.017251014709473,8.249776228374108,7.978496966426933,8.249776228374108,4547396
2022-07-18,8.109292030334473,8.259463848312137,8.041472678467663,8.056004868742338,6075508
2022-07-19,8.085070610046387,8.177110889471143,8.022094709419642,8.123824655059261,5531320
2022-07-20,8.0608491897583,8.264308168056015,7.988185466931124,8.109291979632873,8282264
2022-07-21,7.842857837677002,8.10929178979594,7.818635981322061,8.075382114868367,7805144
2022-07-22,7.6297101974487305,7.852545734313372,7.576423498892143,7.847702286963578,10104388
2022-07-25,7.813791275024414,7.871922803814461,7.649086816734788,7.687840861271718,8949684
2022-07-26,7.673308372497559,7.944586689998572,7.605488562129974,7.823480182760883,11654752
2022-07-27,7.687841415405273,7.7508168578131675,7.590956297079546,7.678153134565044,5442388
2022-07-28,7.600644588470459,7.7169071926074055,7.571579283924737,7.687841426076997,4804112
2022-07-29,7.712062358856201,7.750816403917014,7.537669156082546,7.600644132817872,5853424
2022-08-01,7.731439590454102,7.750816613508486,7.663619778771421,7.712062567399718,5545140
2022-08-02,7.678153038024902,7.920366061786134,7.547357783441191,7.731439736937888,9337052
2022-08-03,7.765349388122559,7.838013105906618,7.653931163937731,7.678152557193968,6427620
2022-08-04,7.983340740203857,8.162578777570985,7.900988278273445,7.910677020610982,20585676
2022-08-05,8.2594633102417,8.293373907935338,8.002718109775044,8.046316525697554,14718536
2022-08-08,8.433857917785645,8.729358120115188,8.303062655380494,8.303062655380494,11214676
2022-08-09,8.322440147399902,8.48230071578783,8.23524330573932,8.472611972499006,7859668
2022-08-10,8.356348991394043,8.462922385032142,8.288529643076101,8.356348991394043,6685280
2022-08-11,8.768111228942871,8.845619318951504,8.380569854930386,8.380569854930386,15435936
2022-08-12,8.927971839904785,8.971570256322943,8.647004780748505,8.787487848341984,12248520
2022-08-15,8.739046096801758,9.024856606807894,8.661537081310534,9.000635674695802,10876476
2022-08-16,8.6130952835083,8.777800210254812,8.33212821858237,8.768111467747525,11102736
2022-08-17,8.4822998046875,8.67607002980366,8.424168275167995,8.642160355904496,5991676
2022-08-18,8.491989135742188,8.647005326583427,8.366038249691336,8.487144764282226,6960788
2022-08-19,9.082988739013672,9.194406512459585,8.458078670264221,8.496833642561299,16877792
2022-08-22,9.131430625915527,9.548036373179512,9.107208770629114,9.330045219417606,16107116
2022-08-23,9.049078941345215,9.344579133377364,9.005480522062786,9.218628247002503,9872796
2022-08-24,9.39786434173584,9.465684610948053,8.923127077096762,9.053922320610369,13198808
2022-08-25,9.417242050170898,9.659455059210494,9.262225872220645,9.446307352544245,9929544
2022-08-26,10.076061248779297,10.168102454966181,9.378488417381044,9.446307767219094,13780672
2022-08-29,10.371561050415039,10.875364556475464,10.037306836739154,10.080905252608586,15131872
2022-08-31,10.512045860290527,10.608930517804776,10.192324734951681,10.487824002934929,10207972
2022-09-01,10.570176124572754,11.020692493000851,10.36187277796885,10.463602727599074,8690908
2022-09-02,10.478135108947754,10.637995669312748,10.376406081428835,10.584709431837329,5512156
2022-09-05,10.972249984741211,11.219307384203095,10.318274624279681,10.512045785875229,9647716
2022-09-06,10.899585723876953,11.078823762327213,10.526577457351635,11.078823762327213,7522996
2022-09-07,10.667061805725098,10.918963572603342,10.61861901609938,10.89958608716531,4812240
2022-09-08,10.371561050415039,10.768790240363822,10.318273892359217,10.763945869270628,5863480
2022-09-09,10.536266326904297,10.608930047813217,10.294053307895002,10.405471074886636,4924872
2022-09-12,10.545954704284668,10.61377405158897,10.39093852532094,10.536265962107107,5009724
2022-09-13,10.042152404785156,10.584710020290812,10.03246366144394,10.570176905278986,5355748
2022-09-14,10.327963829040527,10.371562249952396,9.640078761726995,9.640078761726995,5862036
2022-09-15,10.260143280029297,10.400626345756773,10.08090524558328,10.347340111707396,3902356
2022-09-16,10.187479972839355,10.26014369418108,10.114815327528282,10.26014369418108,1866448
2022-09-19,10.289209365844727,10.584709557032811,10.221390013363283,10.226234384821868,5488628
2022-09-20,10.56533145904541,10.56533145904541,10.182635375684248,10.26983220894787,5403084
2022-09-21,10.948028564453125,11.384011810707635,10.57017592491557,10.579864667358175,9359916
2022-09-22,12.042831420898438,12.042831420898438,10.860831647080149,10.948028480455914,10004244
2022-09-23,12.71618366241455,13.236942029605935,12.231757618132091,12.643519940566051,28888768
2022-09-26,12.776737213134766,13.224830944860747,12.364974881187733,12.704073489607495,10755036
2022-09-27,14.048355102539062,14.048355102539062,12.83729000749259,12.849400473649188,7318964
2022-09-28,14.060464859008789,15.453189648015943,14.036243927918122,15.453189648015943,31057312
2022-09-29,12.813069343566895,13.74558911669786,12.655630508325343,13.563929348635774,17476296
2022-09-30,14.084687232971191,14.084687232971191,13.031060060262543,13.152166568116227,12818684
2022-10-03,14.121018409729004,14.411674208818363,13.442822161166708,14.157350731103667,14975984
2022-10-04,14.363232612609863,14.7265521606049,13.745589565812182,14.121019580613174,11292064
2022-10-05,14.532781600952148,14.774994627634683,14.169462060928344,14.363232297480499,6867636
2022-10-06,15.949726104736328,15.986058425290615,14.605444103767113,14.605444103767113,14656000
2022-10-07,16.9185791015625,17.197124444547846,15.210977492918872,15.840731900199415,13808500
2022-10-10,18.383968353271484,18.601960438080763,17.076017692354473,17.076017692354473,9830988
2022-10-11,19.074275970458984,19.861468312096974,17.197125001937625,17.56044454423208,5575224
2022-10-12,19.61925506591797,20.22478762968087,18.2265301692633,18.953169245778778,4565924
2022-10-13,19.086387634277344,20.018907436594944,18.638292047348422,19.619255564762035,3416528
2022-10-14,18.723066329956055,19.352819783602868,18.153864280604726,19.09849538504425,4340504
2022-10-17,18.614070892333984,19.413374626491162,18.190198091964916,18.723067864049288,4046232
2022-10-18,17.972206115722656,19.122718010072607,17.960096572966446,18.904727761073104,3887296
2022-10-19,19.146940231323242,19.437595120112046,17.475670000940816,17.923763724464692,4479992
2022-10-20,21.060422897338867,21.060422897338867,18.577739259911926,19.1469413770877,4559148
2022-10-21,21.31474494934082,23.022347414571414,21.19363844394684,21.19363844394684,5359988
2022-10-24,19.788803100585938,21.30263448367662,19.53448053698992,21.290524941375114,6063984
2022-10-25,19.134828567504883,19.78880298190236,18.807841360306146,19.78880298190236,2879920
2022-10-26,19.449705123901367,20.127900432040242,18.7109547163148,19.134827476878566,2379724
2022-10-27,19.54659080505371,20.067349189760336,19.134829392739878,19.691920101577434,1569208
2022-10-28,19.61925506591797,20.05523925100275,19.57081319999243,19.57081319999243,666428
2022-10-31,19.49814796447754,20.079459577726716,19.13482843718914,19.655586795890247,2078812
2022-11-01,19.861467361450195,20.721324309566494,19.268046209948185,19.582922022768955,3737300
2022-11-02,21.31474494934082,21.750729107934603,19.352819931546037,19.861466884613037,4362304
2022-11-03,22.029272079467773,22.695357843637854,20.624437758344932,21.205749340299263,3182900
2022-11-04,23.90642547607422,23.942757800396397,21.544848418336784,22.017164938647536,3139040
