Stock1,Stock2
VAKBN.csv,BRYAT.csv
VAKBN.csv,DOAS.csv
VAKBN.csv,A1CAP.csv
VAKBN.csv,TAVHL.csv
VAKBN.csv,AEFES.csv
VAKBN.csv,SKBNK.csv
VAKBN.csv,SAHOL.csv
VAKBN.csv,CIMSA.csv
VAKBN.csv,ISCTR.csv
VAKBN.csv,BIOEN.csv
VAKBN.csv,ULKER.csv
VAKBN.csv,HEKTS.csv
VAKBN.csv,OYAKC.csv
VAKBN.csv,TUPRS.csv
VAKBN.csv,KONTR.csv
VAKBN.csv,BUCIM.csv
VAKBN.csv,OBAMS.csv
VAKBN.csv,FROTO.csv
VAKBN.csv,YYLGD.csv
VAKBN.csv,KZGYO.csv
VAKBN.csv,AFYON.csv
VAKBN.csv,KCAER.csv
VAKBN.csv,GWIND.csv
VAKBN.csv,ASTOR.csv
VAKBN.csv,ANSGR.csv
VAKBN.csv,ISMEN.csv
VAKBN.csv,KAYSE.csv
VAKBN.csv,ASELS.csv
VAKBN.csv,DOHOL.csv
VAKBN.csv,KCHOL.csv
VAKBN.csv,ENKAI.csv
VAKBN.csv,BERA.csv
VAKBN.csv,AGROT.csv
VAKBN.csv,BINHO.csv
VAKBN.csv,MAVI.csv
VAKBN.csv,HALKB.csv
VAKBN.csv,ALBRK.csv
VAKBN.csv,ARDYZ.csv
VAKBN.csv,KMPUR.csv
VAKBN.csv,TTKOM.csv
VAKBN.csv,OTKAR.csv
VAKBN.csv,EUPWR.csv
VAKBN.csv,SOKM.csv
VAKBN.csv,ALARK.csv
VAKBN.csv,KORDS.csv
VAKBN.csv,TTRAK.csv
VAKBN.csv,CCOLA.csv
VAKBN.csv,YEOTK.csv
BIMAS.csv,ECILC.csv
BIMAS.csv,VESTL.csv
BIMAS.csv,EGEEN.csv
BIMAS.csv,SISE.csv
BIMAS.csv,EREGL.csv
BIMAS.csv,VESBE.csv
BIMAS.csv,PETKM.csv
BIMAS.csv,AKFGY.csv
BIMAS.csv,AKSEN.csv
BIMAS.csv,GARAN.csv
BIMAS.csv,AKFYE.csv
BIMAS.csv,TKFEN.csv
BIMAS.csv,ALFAS.csv
BIMAS.csv,CANTE.csv
BIMAS.csv,KLSER.csv
BIMAS.csv,ARCLK.csv
BIMAS.csv,MGROS.csv
BIMAS.csv,ODAS.csv
BIMAS.csv,SASA.csv
BIMAS.csv,KRDMD.csv
BIMAS.csv,AHGAZ.csv
BIMAS.csv,TOASO.csv
BIMAS.csv,AGESA.csv
BIMAS.csv,CWENE.csv
BIMAS.csv,AKBNK.csv
BIMAS.csv,AKCNS.csv
BIMAS.csv,EKGYO.csv
BIMAS.csv,ISGYO.csv
BIMAS.csv,THYAO.csv
BIMAS.csv,PGSUS.csv
BIMAS.csv,GOKNR.csv
BIMAS.csv,TSKB.csv
BIMAS.csv,ENTRA.csv
BIMAS.csv,BRYAT.csv
BIMAS.csv,DOAS.csv
BIMAS.csv,A1CAP.csv
BIMAS.csv,TAVHL.csv
BIMAS.csv,AEFES.csv
BIMAS.csv,SKBNK.csv
BIMAS.csv,SAHOL.csv
BIMAS.csv,CIMSA.csv
BIMAS.csv,ISCTR.csv
BIMAS.csv,BIOEN.csv
BIMAS.csv,ULKER.csv
BIMAS.csv,HEKTS.csv
BIMAS.csv,OYAKC.csv
BIMAS.csv,TUPRS.csv
BIMAS.csv,KONTR.csv
BIMAS.csv,BUCIM.csv
BIMAS.csv,OBAMS.csv
BIMAS.csv,FROTO.csv
BIMAS.csv,YYLGD.csv
BIMAS.csv,KZGYO.csv
BIMAS.csv,AFYON.csv
BIMAS.csv,KCAER.csv
BIMAS.csv,GWIND.csv
BIMAS.csv,ASTOR.csv
BIMAS.csv,ANSGR.csv
BIMAS.csv,ISMEN.csv
BIMAS.csv,KAYSE.csv
BIMAS.csv,ASELS.csv
BIMAS.csv,DOHOL.csv
BIMAS.csv,KCHOL.csv
BIMAS.csv,ENKAI.csv
BIMAS.csv,BERA.csv
BIMAS.csv,AGROT.csv
BIMAS.csv,BINHO.csv
BIMAS.csv,MAVI.csv
BIMAS.csv,HALKB.csv
BIMAS.csv,ALBRK.csv
BIMAS.csv,ARDYZ.csv
BIMAS.csv,KMPUR.csv
BIMAS.csv,TTKOM.csv
BIMAS.csv,OTKAR.csv
BIMAS.csv,EUPWR.csv
BIMAS.csv,SOKM.csv
BIMAS.csv,ALARK.csv
BIMAS.csv,KORDS.csv
BIMAS.csv,TTRAK.csv
BIMAS.csv,CCOLA.csv
BIMAS.csv,YEOTK.csv
ECILC.csv,VESTL.csv
ECILC.csv,EGEEN.csv
ECILC.csv,SISE.csv
ECILC.csv,EREGL.csv
ECILC.csv,VESBE.csv
ECILC.csv,PETKM.csv
ECILC.csv,AKFGY.csv
ECILC.csv,AKSEN.csv
ECILC.csv,GARAN.csv
ECILC.csv,AKFYE.csv
ECILC.csv,TKFEN.csv
ECILC.csv,ALFAS.csv
ECILC.csv,CANTE.csv
ECILC.csv,KLSER.csv
ECILC.csv,ARCLK.csv
ECILC.csv,MGROS.csv
ECILC.csv,ODAS.csv
ECILC.csv,SASA.csv
ECILC.csv,KRDMD.csv
ECILC.csv,AHGAZ.csv
ECILC.csv,TOASO.csv
ECILC.csv,AGESA.csv
ECILC.csv,CWENE.csv
ECILC.csv,AKBNK.csv
ECILC.csv,AKCNS.csv
ECILC.csv,EKGYO.csv
ECILC.csv,ISGYO.csv
ECILC.csv,THYAO.csv
ECILC.csv,PGSUS.csv
ECILC.csv,GOKNR.csv
ECILC.csv,TSKB.csv
ECILC.csv,ENTRA.csv
ECILC.csv,BRYAT.csv
ECILC.csv,DOAS.csv
ECILC.csv,A1CAP.csv
ECILC.csv,TAVHL.csv
ECILC.csv,AEFES.csv
ECILC.csv,SKBNK.csv
ECILC.csv,SAHOL.csv
ECILC.csv,CIMSA.csv
ECILC.csv,ISCTR.csv
ECILC.csv,BIOEN.csv
ECILC.csv,ULKER.csv
ECILC.csv,HEKTS.csv
ECILC.csv,OYAKC.csv
ECILC.csv,TUPRS.csv
ECILC.csv,KONTR.csv
ECILC.csv,BUCIM.csv
ECILC.csv,OBAMS.csv
ECILC.csv,FROTO.csv
ECILC.csv,YYLGD.csv
ECILC.csv,KZGYO.csv
ECILC.csv,AFYON.csv
ECILC.csv,KCAER.csv
ECILC.csv,GWIND.csv
ECILC.csv,ASTOR.csv
ECILC.csv,ANSGR.csv
ECILC.csv,ISMEN.csv
ECILC.csv,KAYSE.csv
ECILC.csv,ASELS.csv
ECILC.csv,DOHOL.csv
ECILC.csv,KCHOL.csv
ECILC.csv,ENKAI.csv
ECILC.csv,BERA.csv
ECILC.csv,AGROT.csv
ECILC.csv,BINHO.csv
ECILC.csv,MAVI.csv
ECILC.csv,HALKB.csv
ECILC.csv,ALBRK.csv
ECILC.csv,ARDYZ.csv
ECILC.csv,KMPUR.csv
ECILC.csv,TTKOM.csv
ECILC.csv,OTKAR.csv
ECILC.csv,EUPWR.csv
ECILC.csv,SOKM.csv
ECILC.csv,ALARK.csv
ECILC.csv,KORDS.csv
ECILC.csv,TTRAK.csv
ECILC.csv,CCOLA.csv
ECILC.csv,YEOTK.csv
VESTL.csv,EGEEN.csv
VESTL.csv,SISE.csv
VESTL.csv,EREGL.csv
VESTL.csv,VESBE.csv
VESTL.csv,PETKM.csv
VESTL.csv,AKFGY.csv
VESTL.csv,AKSEN.csv
VESTL.csv,GARAN.csv
VESTL.csv,AKFYE.csv
VESTL.csv,TKFEN.csv
VESTL.csv,ALFAS.csv
VESTL.csv,CANTE.csv
VESTL.csv,KLSER.csv
VESTL.csv,ARCLK.csv
VESTL.csv,MGROS.csv
VESTL.csv,ODAS.csv
VESTL.csv,SASA.csv
VESTL.csv,KRDMD.csv
VESTL.csv,AHGAZ.csv
VESTL.csv,TOASO.csv
VESTL.csv,AGESA.csv
VESTL.csv,CWENE.csv
VESTL.csv,AKBNK.csv
VESTL.csv,AKCNS.csv
VESTL.csv,EKGYO.csv
VESTL.csv,ISGYO.csv
VESTL.csv,THYAO.csv
VESTL.csv,PGSUS.csv
VESTL.csv,GOKNR.csv
VESTL.csv,TSKB.csv
VESTL.csv,ENTRA.csv
VESTL.csv,BRYAT.csv
VESTL.csv,DOAS.csv
VESTL.csv,A1CAP.csv
VESTL.csv,TAVHL.csv
VESTL.csv,AEFES.csv
VESTL.csv,SKBNK.csv
VESTL.csv,SAHOL.csv
VESTL.csv,CIMSA.csv
VESTL.csv,ISCTR.csv
VESTL.csv,BIOEN.csv
VESTL.csv,ULKER.csv
VESTL.csv,HEKTS.csv
VESTL.csv,OYAKC.csv
VESTL.csv,TUPRS.csv
VESTL.csv,KONTR.csv
VESTL.csv,BUCIM.csv
VESTL.csv,OBAMS.csv
VESTL.csv,FROTO.csv
VESTL.csv,YYLGD.csv
VESTL.csv,KZGYO.csv
VESTL.csv,AFYON.csv
VESTL.csv,KCAER.csv
VESTL.csv,GWIND.csv
VESTL.csv,ASTOR.csv
VESTL.csv,ANSGR.csv
VESTL.csv,ISMEN.csv
VESTL.csv,KAYSE.csv
VESTL.csv,ASELS.csv
VESTL.csv,DOHOL.csv
VESTL.csv,KCHOL.csv
VESTL.csv,ENKAI.csv
VESTL.csv,BERA.csv
VESTL.csv,AGROT.csv
VESTL.csv,BINHO.csv
VESTL.csv,MAVI.csv
VESTL.csv,HALKB.csv
VESTL.csv,ALBRK.csv
VESTL.csv,ARDYZ.csv
VESTL.csv,KMPUR.csv
VESTL.csv,TTKOM.csv
VESTL.csv,OTKAR.csv
VESTL.csv,EUPWR.csv
VESTL.csv,SOKM.csv
VESTL.csv,ALARK.csv
VESTL.csv,KORDS.csv
VESTL.csv,TTRAK.csv
VESTL.csv,CCOLA.csv
VESTL.csv,YEOTK.csv
EGEEN.csv,SISE.csv
EGEEN.csv,EREGL.csv
EGEEN.csv,VESBE.csv
EGEEN.csv,PETKM.csv
EGEEN.csv,AKFGY.csv
EGEEN.csv,AKSEN.csv
EGEEN.csv,GARAN.csv
EGEEN.csv,AKFYE.csv
EGEEN.csv,TKFEN.csv
EGEEN.csv,ALFAS.csv
EGEEN.csv,CANTE.csv
EGEEN.csv,KLSER.csv
EGEEN.csv,ARCLK.csv
EGEEN.csv,MGROS.csv
EGEEN.csv,ODAS.csv
EGEEN.csv,SASA.csv
EGEEN.csv,KRDMD.csv
EGEEN.csv,AHGAZ.csv
EGEEN.csv,TOASO.csv
EGEEN.csv,AGESA.csv
EGEEN.csv,CWENE.csv
EGEEN.csv,AKBNK.csv
EGEEN.csv,AKCNS.csv
EGEEN.csv,EKGYO.csv
EGEEN.csv,ISGYO.csv
EGEEN.csv,THYAO.csv
EGEEN.csv,PGSUS.csv
EGEEN.csv,GOKNR.csv
EGEEN.csv,TSKB.csv
EGEEN.csv,ENTRA.csv
EGEEN.csv,BRYAT.csv
EGEEN.csv,DOAS.csv
EGEEN.csv,A1CAP.csv
EGEEN.csv,TAVHL.csv
EGEEN.csv,AEFES.csv
EGEEN.csv,SKBNK.csv
EGEEN.csv,SAHOL.csv
EGEEN.csv,CIMSA.csv
EGEEN.csv,ISCTR.csv
EGEEN.csv,BIOEN.csv
EGEEN.csv,ULKER.csv
EGEEN.csv,HEKTS.csv
EGEEN.csv,OYAKC.csv
EGEEN.csv,TUPRS.csv
EGEEN.csv,KONTR.csv
EGEEN.csv,BUCIM.csv
EGEEN.csv,OBAMS.csv
EGEEN.csv,FROTO.csv
EGEEN.csv,YYLGD.csv
EGEEN.csv,KZGYO.csv
EGEEN.csv,AFYON.csv
EGEEN.csv,KCAER.csv
EGEEN.csv,GWIND.csv
EGEEN.csv,ASTOR.csv
EGEEN.csv,ANSGR.csv
EGEEN.csv,ISMEN.csv
EGEEN.csv,KAYSE.csv
EGEEN.csv,ASELS.csv
EGEEN.csv,DOHOL.csv
EGEEN.csv,KCHOL.csv
EGEEN.csv,ENKAI.csv
EGEEN.csv,BERA.csv
EGEEN.csv,AGROT.csv
EGEEN.csv,BINHO.csv
EGEEN.csv,MAVI.csv
EGEEN.csv,HALKB.csv
EGEEN.csv,ALBRK.csv
EGEEN.csv,ARDYZ.csv
EGEEN.csv,KMPUR.csv
EGEEN.csv,TTKOM.csv
EGEEN.csv,OTKAR.csv
EGEEN.csv,EUPWR.csv
EGEEN.csv,SOKM.csv
EGEEN.csv,ALARK.csv
EGEEN.csv,KORDS.csv
EGEEN.csv,TTRAK.csv
EGEEN.csv,CCOLA.csv
EGEEN.csv,YEOTK.csv
SISE.csv,EREGL.csv
SISE.csv,VESBE.csv
SISE.csv,PETKM.csv
SISE.csv,AKFGY.csv
SISE.csv,AKSEN.csv
SISE.csv,GARAN.csv
SISE.csv,AKFYE.csv
SISE.csv,TKFEN.csv
SISE.csv,ALFAS.csv
SISE.csv,CANTE.csv
SISE.csv,KLSER.csv
SISE.csv,ARCLK.csv
SISE.csv,MGROS.csv
SISE.csv,ODAS.csv
SISE.csv,SASA.csv
SISE.csv,KRDMD.csv
SISE.csv,AHGAZ.csv
SISE.csv,TOASO.csv
SISE.csv,AGESA.csv
SISE.csv,CWENE.csv
SISE.csv,AKBNK.csv
SISE.csv,AKCNS.csv
SISE.csv,EKGYO.csv
SISE.csv,ISGYO.csv
SISE.csv,THYAO.csv
SISE.csv,PGSUS.csv
SISE.csv,GOKNR.csv
SISE.csv,TSKB.csv
SISE.csv,ENTRA.csv
SISE.csv,BRYAT.csv
SISE.csv,DOAS.csv
SISE.csv,A1CAP.csv
SISE.csv,TAVHL.csv
SISE.csv,AEFES.csv
SISE.csv,SKBNK.csv
SISE.csv,SAHOL.csv
SISE.csv,CIMSA.csv
SISE.csv,ISCTR.csv
SISE.csv,BIOEN.csv
SISE.csv,ULKER.csv
SISE.csv,HEKTS.csv
SISE.csv,OYAKC.csv
SISE.csv,TUPRS.csv
SISE.csv,KONTR.csv
SISE.csv,BUCIM.csv
SISE.csv,OBAMS.csv
SISE.csv,FROTO.csv
SISE.csv,YYLGD.csv
SISE.csv,KZGYO.csv
SISE.csv,AFYON.csv
SISE.csv,KCAER.csv
SISE.csv,GWIND.csv
SISE.csv,ASTOR.csv
SISE.csv,ANSGR.csv
SISE.csv,ISMEN.csv
SISE.csv,KAYSE.csv
SISE.csv,ASELS.csv
SISE.csv,DOHOL.csv
SISE.csv,KCHOL.csv
SISE.csv,ENKAI.csv
SISE.csv,BERA.csv
SISE.csv,AGROT.csv
SISE.csv,BINHO.csv
SISE.csv,MAVI.csv
SISE.csv,HALKB.csv
SISE.csv,ALBRK.csv
SISE.csv,ARDYZ.csv
SISE.csv,KMPUR.csv
SISE.csv,TTKOM.csv
SISE.csv,OTKAR.csv
SISE.csv,EUPWR.csv
SISE.csv,SOKM.csv
SISE.csv,ALARK.csv
SISE.csv,KORDS.csv
SISE.csv,TTRAK.csv
SISE.csv,CCOLA.csv
SISE.csv,YEOTK.csv
EREGL.csv,VESBE.csv
EREGL.csv,PETKM.csv
EREGL.csv,AKFGY.csv
EREGL.csv,AKSEN.csv
EREGL.csv,GARAN.csv
EREGL.csv,AKFYE.csv
EREGL.csv,TKFEN.csv
EREGL.csv,ALFAS.csv
EREGL.csv,CANTE.csv
EREGL.csv,KLSER.csv
EREGL.csv,ARCLK.csv
EREGL.csv,MGROS.csv
EREGL.csv,ODAS.csv
EREGL.csv,SASA.csv
EREGL.csv,KRDMD.csv
EREGL.csv,AHGAZ.csv
EREGL.csv,TOASO.csv
EREGL.csv,AGESA.csv
EREGL.csv,CWENE.csv
EREGL.csv,AKBNK.csv
EREGL.csv,AKCNS.csv
EREGL.csv,EKGYO.csv
EREGL.csv,ISGYO.csv
EREGL.csv,THYAO.csv
EREGL.csv,PGSUS.csv
EREGL.csv,GOKNR.csv
EREGL.csv,TSKB.csv
EREGL.csv,ENTRA.csv
EREGL.csv,BRYAT.csv
EREGL.csv,DOAS.csv
EREGL.csv,A1CAP.csv
EREGL.csv,TAVHL.csv
EREGL.csv,AEFES.csv
EREGL.csv,SKBNK.csv
EREGL.csv,SAHOL.csv
EREGL.csv,CIMSA.csv
EREGL.csv,ISCTR.csv
EREGL.csv,BIOEN.csv
EREGL.csv,ULKER.csv
EREGL.csv,HEKTS.csv
EREGL.csv,OYAKC.csv
EREGL.csv,TUPRS.csv
EREGL.csv,KONTR.csv
EREGL.csv,BUCIM.csv
EREGL.csv,OBAMS.csv
EREGL.csv,FROTO.csv
EREGL.csv,YYLGD.csv
EREGL.csv,KZGYO.csv
EREGL.csv,AFYON.csv
EREGL.csv,KCAER.csv
EREGL.csv,GWIND.csv
EREGL.csv,ASTOR.csv
EREGL.csv,ANSGR.csv
EREGL.csv,ISMEN.csv
EREGL.csv,KAYSE.csv
EREGL.csv,ASELS.csv
EREGL.csv,DOHOL.csv
EREGL.csv,KCHOL.csv
EREGL.csv,ENKAI.csv
EREGL.csv,BERA.csv
EREGL.csv,AGROT.csv
EREGL.csv,BINHO.csv
EREGL.csv,MAVI.csv
EREGL.csv,HALKB.csv
EREGL.csv,ALBRK.csv
EREGL.csv,ARDYZ.csv
EREGL.csv,KMPUR.csv
EREGL.csv,TTKOM.csv
EREGL.csv,OTKAR.csv
EREGL.csv,EUPWR.csv
EREGL.csv,SOKM.csv
EREGL.csv,ALARK.csv
EREGL.csv,KORDS.csv
EREGL.csv,TTRAK.csv
EREGL.csv,CCOLA.csv
EREGL.csv,YEOTK.csv
VESBE.csv,PETKM.csv
VESBE.csv,AKFGY.csv
VESBE.csv,AKSEN.csv
VESBE.csv,GARAN.csv
VESBE.csv,AKFYE.csv
VESBE.csv,TKFEN.csv
VESBE.csv,ALFAS.csv
VESBE.csv,CANTE.csv
VESBE.csv,KLSER.csv
VESBE.csv,ARCLK.csv
VESBE.csv,MGROS.csv
VESBE.csv,ODAS.csv
VESBE.csv,SASA.csv
VESBE.csv,KRDMD.csv
VESBE.csv,AHGAZ.csv
VESBE.csv,TOASO.csv
VESBE.csv,AGESA.csv
VESBE.csv,CWENE.csv
VESBE.csv,AKBNK.csv
VESBE.csv,AKCNS.csv
VESBE.csv,EKGYO.csv
VESBE.csv,ISGYO.csv
VESBE.csv,THYAO.csv
VESBE.csv,PGSUS.csv
VESBE.csv,GOKNR.csv
VESBE.csv,TSKB.csv
VESBE.csv,ENTRA.csv
VESBE.csv,BRYAT.csv
VESBE.csv,DOAS.csv
VESBE.csv,A1CAP.csv
VESBE.csv,TAVHL.csv
VESBE.csv,AEFES.csv
VESBE.csv,SKBNK.csv
VESBE.csv,SAHOL.csv
VESBE.csv,CIMSA.csv
VESBE.csv,ISCTR.csv
VESBE.csv,BIOEN.csv
VESBE.csv,ULKER.csv
VESBE.csv,HEKTS.csv
VESBE.csv,OYAKC.csv
VESBE.csv,TUPRS.csv
VESBE.csv,KONTR.csv
VESBE.csv,BUCIM.csv
VESBE.csv,OBAMS.csv
VESBE.csv,FROTO.csv
VESBE.csv,YYLGD.csv
VESBE.csv,KZGYO.csv
VESBE.csv,AFYON.csv
VESBE.csv,KCAER.csv
VESBE.csv,GWIND.csv
VESBE.csv,ASTOR.csv
VESBE.csv,ANSGR.csv
VESBE.csv,ISMEN.csv
VESBE.csv,KAYSE.csv
VESBE.csv,ASELS.csv
VESBE.csv,DOHOL.csv
VESBE.csv,KCHOL.csv
VESBE.csv,ENKAI.csv
VESBE.csv,BERA.csv
VESBE.csv,AGROT.csv
VESBE.csv,BINHO.csv
VESBE.csv,MAVI.csv
VESBE.csv,HALKB.csv
VESBE.csv,ALBRK.csv
VESBE.csv,ARDYZ.csv
VESBE.csv,KMPUR.csv
VESBE.csv,TTKOM.csv
VESBE.csv,OTKAR.csv
VESBE.csv,EUPWR.csv
VESBE.csv,SOKM.csv
VESBE.csv,ALARK.csv
VESBE.csv,KORDS.csv
VESBE.csv,TTRAK.csv
VESBE.csv,CCOLA.csv
VESBE.csv,YEOTK.csv
PETKM.csv,AKFGY.csv
PETKM.csv,AKSEN.csv
PETKM.csv,GARAN.csv
PETKM.csv,AKFYE.csv
PETKM.csv,TKFEN.csv
PETKM.csv,ALFAS.csv
PETKM.csv,CANTE.csv
PETKM.csv,KLSER.csv
PETKM.csv,ARCLK.csv
PETKM.csv,MGROS.csv
PETKM.csv,ODAS.csv
PETKM.csv,SASA.csv
PETKM.csv,KRDMD.csv
PETKM.csv,AHGAZ.csv
PETKM.csv,TOASO.csv
PETKM.csv,AGESA.csv
PETKM.csv,CWENE.csv
PETKM.csv,AKBNK.csv
PETKM.csv,AKCNS.csv
PETKM.csv,EKGYO.csv
PETKM.csv,ISGYO.csv
PETKM.csv,THYAO.csv
PETKM.csv,PGSUS.csv
PETKM.csv,GOKNR.csv
PETKM.csv,TSKB.csv
PETKM.csv,ENTRA.csv
PETKM.csv,BRYAT.csv
PETKM.csv,DOAS.csv
PETKM.csv,A1CAP.csv
PETKM.csv,TAVHL.csv
PETKM.csv,AEFES.csv
PETKM.csv,SKBNK.csv
PETKM.csv,SAHOL.csv
PETKM.csv,CIMSA.csv
PETKM.csv,ISCTR.csv
PETKM.csv,BIOEN.csv
PETKM.csv,ULKER.csv
PETKM.csv,HEKTS.csv
PETKM.csv,OYAKC.csv
PETKM.csv,TUPRS.csv
PETKM.csv,KONTR.csv
PETKM.csv,BUCIM.csv
PETKM.csv,OBAMS.csv
PETKM.csv,FROTO.csv
PETKM.csv,YYLGD.csv
PETKM.csv,KZGYO.csv
PETKM.csv,AFYON.csv
PETKM.csv,KCAER.csv
PETKM.csv,GWIND.csv
PETKM.csv,ASTOR.csv
PETKM.csv,ANSGR.csv
PETKM.csv,ISMEN.csv
PETKM.csv,KAYSE.csv
PETKM.csv,ASELS.csv
PETKM.csv,DOHOL.csv
PETKM.csv,KCHOL.csv
PETKM.csv,ENKAI.csv
PETKM.csv,BERA.csv
PETKM.csv,AGROT.csv
PETKM.csv,BINHO.csv
PETKM.csv,MAVI.csv
PETKM.csv,HALKB.csv
PETKM.csv,ALBRK.csv
PETKM.csv,ARDYZ.csv
PETKM.csv,KMPUR.csv
PETKM.csv,TTKOM.csv
PETKM.csv,OTKAR.csv
PETKM.csv,EUPWR.csv
PETKM.csv,SOKM.csv
PETKM.csv,ALARK.csv
PETKM.csv,KORDS.csv
PETKM.csv,TTRAK.csv
PETKM.csv,CCOLA.csv
PETKM.csv,YEOTK.csv
AKFGY.csv,AKSEN.csv
AKFGY.csv,GARAN.csv
AKFGY.csv,AKFYE.csv
AKFGY.csv,TKFEN.csv
AKFGY.csv,ALFAS.csv
AKFGY.csv,CANTE.csv
AKFGY.csv,KLSER.csv
AKFGY.csv,ARCLK.csv
AKFGY.csv,MGROS.csv
AKFGY.csv,ODAS.csv
AKFGY.csv,SASA.csv
AKFGY.csv,KRDMD.csv
AKFGY.csv,AHGAZ.csv
AKFGY.csv,TOASO.csv
AKFGY.csv,AGESA.csv
AKFGY.csv,CWENE.csv
AKFGY.csv,AKBNK.csv
AKFGY.csv,AKCNS.csv
AKFGY.csv,EKGYO.csv
AKFGY.csv,ISGYO.csv
AKFGY.csv,THYAO.csv
AKFGY.csv,PGSUS.csv
AKFGY.csv,GOKNR.csv
AKFGY.csv,TSKB.csv
AKFGY.csv,ENTRA.csv
AKFGY.csv,BRYAT.csv
AKFGY.csv,DOAS.csv
AKFGY.csv,A1CAP.csv
AKFGY.csv,TAVHL.csv
AKFGY.csv,AEFES.csv
AKFGY.csv,SKBNK.csv
AKFGY.csv,SAHOL.csv
AKFGY.csv,CIMSA.csv
AKFGY.csv,ISCTR.csv
AKFGY.csv,BIOEN.csv
AKFGY.csv,ULKER.csv
AKFGY.csv,HEKTS.csv
AKFGY.csv,OYAKC.csv
AKFGY.csv,TUPRS.csv
AKFGY.csv,KONTR.csv
AKFGY.csv,BUCIM.csv
AKFGY.csv,OBAMS.csv
AKFGY.csv,FROTO.csv
AKFGY.csv,YYLGD.csv
AKFGY.csv,KZGYO.csv
AKFGY.csv,AFYON.csv
AKFGY.csv,KCAER.csv
AKFGY.csv,GWIND.csv
AKFGY.csv,ASTOR.csv
AKFGY.csv,ANSGR.csv
AKFGY.csv,ISMEN.csv
AKFGY.csv,KAYSE.csv
AKFGY.csv,ASELS.csv
AKFGY.csv,DOHOL.csv
AKFGY.csv,KCHOL.csv
AKFGY.csv,ENKAI.csv
AKFGY.csv,BERA.csv
AKFGY.csv,AGROT.csv
AKFGY.csv,BINHO.csv
AKFGY.csv,MAVI.csv
AKFGY.csv,HALKB.csv
AKFGY.csv,ALBRK.csv
AKFGY.csv,ARDYZ.csv
AKFGY.csv,KMPUR.csv
AKFGY.csv,TTKOM.csv
AKFGY.csv,OTKAR.csv
AKFGY.csv,EUPWR.csv
AKFGY.csv,SOKM.csv
AKFGY.csv,ALARK.csv
AKFGY.csv,KORDS.csv
AKFGY.csv,TTRAK.csv
AKFGY.csv,CCOLA.csv
AKFGY.csv,YEOTK.csv
AKSEN.csv,GARAN.csv
AKSEN.csv,AKFYE.csv
AKSEN.csv,TKFEN.csv
AKSEN.csv,ALFAS.csv
AKSEN.csv,CANTE.csv
AKSEN.csv,KLSER.csv
AKSEN.csv,ARCLK.csv
AKSEN.csv,MGROS.csv
AKSEN.csv,ODAS.csv
AKSEN.csv,SASA.csv
AKSEN.csv,KRDMD.csv
AKSEN.csv,AHGAZ.csv
AKSEN.csv,TOASO.csv
AKSEN.csv,AGESA.csv
AKSEN.csv,CWENE.csv
AKSEN.csv,AKBNK.csv
AKSEN.csv,AKCNS.csv
AKSEN.csv,EKGYO.csv
AKSEN.csv,ISGYO.csv
AKSEN.csv,THYAO.csv
AKSEN.csv,PGSUS.csv
AKSEN.csv,GOKNR.csv
AKSEN.csv,TSKB.csv
AKSEN.csv,ENTRA.csv
AKSEN.csv,BRYAT.csv
AKSEN.csv,DOAS.csv
AKSEN.csv,A1CAP.csv
AKSEN.csv,TAVHL.csv
AKSEN.csv,AEFES.csv
AKSEN.csv,SKBNK.csv
AKSEN.csv,SAHOL.csv
AKSEN.csv,CIMSA.csv
AKSEN.csv,ISCTR.csv
AKSEN.csv,BIOEN.csv
AKSEN.csv,ULKER.csv
AKSEN.csv,HEKTS.csv
AKSEN.csv,OYAKC.csv
AKSEN.csv,TUPRS.csv
AKSEN.csv,KONTR.csv
AKSEN.csv,BUCIM.csv
AKSEN.csv,OBAMS.csv
AKSEN.csv,FROTO.csv
AKSEN.csv,YYLGD.csv
AKSEN.csv,KZGYO.csv
AKSEN.csv,AFYON.csv
AKSEN.csv,KCAER.csv
AKSEN.csv,GWIND.csv
AKSEN.csv,ASTOR.csv
AKSEN.csv,ANSGR.csv
AKSEN.csv,ISMEN.csv
AKSEN.csv,KAYSE.csv
AKSEN.csv,ASELS.csv
AKSEN.csv,DOHOL.csv
AKSEN.csv,KCHOL.csv
AKSEN.csv,ENKAI.csv
AKSEN.csv,BERA.csv
AKSEN.csv,AGROT.csv
AKSEN.csv,BINHO.csv
AKSEN.csv,MAVI.csv
AKSEN.csv,HALKB.csv
AKSEN.csv,ALBRK.csv
AKSEN.csv,ARDYZ.csv
AKSEN.csv,KMPUR.csv
AKSEN.csv,TTKOM.csv
AKSEN.csv,OTKAR.csv
AKSEN.csv,EUPWR.csv
AKSEN.csv,SOKM.csv
AKSEN.csv,ALARK.csv
AKSEN.csv,KORDS.csv
AKSEN.csv,TTRAK.csv
AKSEN.csv,CCOLA.csv
AKSEN.csv,YEOTK.csv
GARAN.csv,AKFYE.csv
GARAN.csv,TKFEN.csv
GARAN.csv,ALFAS.csv
GARAN.csv,CANTE.csv
GARAN.csv,KLSER.csv
GARAN.csv,ARCLK.csv
GARAN.csv,MGROS.csv
GARAN.csv,ODAS.csv
GARAN.csv,SASA.csv
GARAN.csv,KRDMD.csv
GARAN.csv,AHGAZ.csv
GARAN.csv,TOASO.csv
GARAN.csv,AGESA.csv
