Stock1,Stock2
ENJSA.csv,KRDMD.csv
ENJSA.csv,AHGAZ.csv
ENJSA.csv,TOASO.csv
ENJSA.csv,AGESA.csv
ENJSA.csv,CWENE.csv
ENJSA.csv,AKBNK.csv
ENJSA.csv,AKCNS.csv
ENJSA.csv,EKGYO.csv
ENJSA.csv,ISGYO.csv
ENJSA.csv,THYAO.csv
ENJSA.csv,PGSUS.csv
ENJSA.csv,GOKNR.csv
ENJSA.csv,TSKB.csv
ENJSA.csv,ENTRA.csv
ENJSA.csv,BRYAT.csv
ENJSA.csv,DOAS.csv
ENJSA.csv,A1CAP.csv
ENJSA.csv,TAVHL.csv
ENJSA.csv,AEFES.csv
ENJSA.csv,SKBNK.csv
ENJSA.csv,SAHOL.csv
ENJSA.csv,CIMSA.csv
ENJSA.csv,ISCTR.csv
ENJSA.csv,BIOEN.csv
ENJSA.csv,ULKER.csv
ENJSA.csv,HEKTS.csv
ENJSA.csv,OYAKC.csv
ENJSA.csv,TUPRS.csv
ENJSA.csv,KONTR.csv
ENJSA.csv,BUCIM.csv
ENJSA.csv,OBAMS.csv
ENJSA.csv,FROTO.csv
ENJSA.csv,YYLGD.csv
ENJSA.csv,KZGYO.csv
ENJSA.csv,AFYON.csv
ENJSA.csv,KCAER.csv
ENJSA.csv,GWIND.csv
ENJSA.csv,ASTOR.csv
ENJSA.csv,ANSGR.csv
ENJSA.csv,ISMEN.csv
ENJSA.csv,KAYSE.csv
ENJSA.csv,ASELS.csv
ENJSA.csv,DOHOL.csv
ENJSA.csv,KCHOL.csv
ENJSA.csv,ENKAI.csv
ENJSA.csv,BERA.csv
ENJSA.csv,AGROT.csv
ENJSA.csv,BINHO.csv
ENJSA.csv,MAVI.csv
ENJSA.csv,HALKB.csv
ENJSA.csv,ALBRK.csv
ENJSA.csv,ARDYZ.csv
ENJSA.csv,KMPUR.csv
ENJSA.csv,TTKOM.csv
ENJSA.csv,OTKAR.csv
ENJSA.csv,EUPWR.csv
ENJSA.csv,SOKM.csv
ENJSA.csv,ALARK.csv
ENJSA.csv,KORDS.csv
ENJSA.csv,TTRAK.csv
ENJSA.csv,CCOLA.csv
ENJSA.csv,YEOTK.csv
BOBET.csv,BRSAN.csv
BOBET.csv,TURSG.csv
BOBET.csv,AKSA.csv
BOBET.csv,VAKBN.csv
BOBET.csv,BIMAS.csv
BOBET.csv,ECILC.csv
BOBET.csv,VESTL.csv
BOBET.csv,EGEEN.csv
BOBET.csv,SISE.csv
BOBET.csv,EREGL.csv
BOBET.csv,VESBE.csv
BOBET.csv,PETKM.csv
BOBET.csv,AKFGY.csv
BOBET.csv,AKSEN.csv
BOBET.csv,GARAN.csv
BOBET.csv,AKFYE.csv
BOBET.csv,TKFEN.csv
BOBET.csv,ALFAS.csv
BOBET.csv,CANTE.csv
BOBET.csv,KLSER.csv
BOBET.csv,ARCLK.csv
BOBET.csv,MGROS.csv
BOBET.csv,ODAS.csv
BOBET.csv,SASA.csv
BOBET.csv,KRDMD.csv
BOBET.csv,AHGAZ.csv
BOBET.csv,TOASO.csv
BOBET.csv,AGESA.csv
BOBET.csv,CWENE.csv
BOBET.csv,AKBNK.csv
BOBET.csv,AKCNS.csv
BOBET.csv,EKGYO.csv
BOBET.csv,ISGYO.csv
BOBET.csv,THYAO.csv
BOBET.csv,PGSUS.csv
BOBET.csv,GOKNR.csv
BOBET.csv,TSKB.csv
BOBET.csv,ENTRA.csv
BOBET.csv,BRYAT.csv
BOBET.csv,DOAS.csv
BOBET.csv,A1CAP.csv
BOBET.csv,TAVHL.csv
BOBET.csv,AEFES.csv
BOBET.csv,SKBNK.csv
BOBET.csv,SAHOL.csv
BOBET.csv,CIMSA.csv
BOBET.csv,ISCTR.csv
BOBET.csv,BIOEN.csv
BOBET.csv,ULKER.csv
BOBET.csv,HEKTS.csv
BOBET.csv,OYAKC.csv
BOBET.csv,TUPRS.csv
BOBET.csv,KONTR.csv
BOBET.csv,BUCIM.csv
BOBET.csv,OBAMS.csv
BOBET.csv,FROTO.csv
BOBET.csv,YYLGD.csv
BOBET.csv,KZGYO.csv
BOBET.csv,AFYON.csv
BOBET.csv,KCAER.csv
BOBET.csv,GWIND.csv
BOBET.csv,ASTOR.csv
BOBET.csv,ANSGR.csv
BOBET.csv,ISMEN.csv
BOBET.csv,KAYSE.csv
BOBET.csv,ASELS.csv
BOBET.csv,DOHOL.csv
BOBET.csv,KCHOL.csv
BOBET.csv,ENKAI.csv
BOBET.csv,BERA.csv
BOBET.csv,AGROT.csv
BOBET.csv,BINHO.csv
BOBET.csv,MAVI.csv
BOBET.csv,HALKB.csv
BOBET.csv,ALBRK.csv
BOBET.csv,ARDYZ.csv
BOBET.csv,KMPUR.csv
BOBET.csv,TTKOM.csv
BOBET.csv,OTKAR.csv
BOBET.csv,EUPWR.csv
BOBET.csv,SOKM.csv
BOBET.csv,ALARK.csv
BOBET.csv,KORDS.csv
BOBET.csv,TTRAK.csv
BOBET.csv,CCOLA.csv
BOBET.csv,YEOTK.csv
BRSAN.csv,TURSG.csv
BRSAN.csv,AKSA.csv
BRSAN.csv,VAKBN.csv
BRSAN.csv,BIMAS.csv
BRSAN.csv,ECILC.csv
BRSAN.csv,VESTL.csv
BRSAN.csv,EGEEN.csv
BRSAN.csv,SISE.csv
BRSAN.csv,EREGL.csv
BRSAN.csv,VESBE.csv
BRSAN.csv,PETKM.csv
BRSAN.csv,AKFGY.csv
BRSAN.csv,AKSEN.csv
BRSAN.csv,GARAN.csv
BRSAN.csv,AKFYE.csv
BRSAN.csv,TKFEN.csv
BRSAN.csv,ALFAS.csv
BRSAN.csv,CANTE.csv
BRSAN.csv,KLSER.csv
BRSAN.csv,ARCLK.csv
BRSAN.csv,MGROS.csv
BRSAN.csv,ODAS.csv
BRSAN.csv,SASA.csv
BRSAN.csv,KRDMD.csv
BRSAN.csv,AHGAZ.csv
BRSAN.csv,TOASO.csv
BRSAN.csv,AGESA.csv
BRSAN.csv,CWENE.csv
BRSAN.csv,AKBNK.csv
BRSAN.csv,AKCNS.csv
BRSAN.csv,EKGYO.csv
BRSAN.csv,ISGYO.csv
BRSAN.csv,THYAO.csv
BRSAN.csv,PGSUS.csv
BRSAN.csv,GOKNR.csv
BRSAN.csv,TSKB.csv
BRSAN.csv,ENTRA.csv
BRSAN.csv,BRYAT.csv
BRSAN.csv,DOAS.csv
BRSAN.csv,A1CAP.csv
BRSAN.csv,TAVHL.csv
BRSAN.csv,AEFES.csv
BRSAN.csv,SKBNK.csv
BRSAN.csv,SAHOL.csv
BRSAN.csv,CIMSA.csv
BRSAN.csv,ISCTR.csv
BRSAN.csv,BIOEN.csv
BRSAN.csv,ULKER.csv
BRSAN.csv,HEKTS.csv
BRSAN.csv,OYAKC.csv
BRSAN.csv,TUPRS.csv
BRSAN.csv,KONTR.csv
BRSAN.csv,BUCIM.csv
BRSAN.csv,OBAMS.csv
BRSAN.csv,FROTO.csv
BRSAN.csv,YYLGD.csv
BRSAN.csv,KZGYO.csv
BRSAN.csv,AFYON.csv
BRSAN.csv,KCAER.csv
BRSAN.csv,GWIND.csv
BRSAN.csv,ASTOR.csv
BRSAN.csv,ANSGR.csv
BRSAN.csv,ISMEN.csv
BRSAN.csv,KAYSE.csv
BRSAN.csv,ASELS.csv
BRSAN.csv,DOHOL.csv
BRSAN.csv,KCHOL.csv
BRSAN.csv,ENKAI.csv
BRSAN.csv,BERA.csv
BRSAN.csv,AGROT.csv
BRSAN.csv,BINHO.csv
BRSAN.csv,MAVI.csv
BRSAN.csv,HALKB.csv
BRSAN.csv,ALBRK.csv
BRSAN.csv,ARDYZ.csv
BRSAN.csv,KMPUR.csv
BRSAN.csv,TTKOM.csv
BRSAN.csv,OTKAR.csv
BRSAN.csv,EUPWR.csv
BRSAN.csv,SOKM.csv
BRSAN.csv,ALARK.csv
BRSAN.csv,KORDS.csv
BRSAN.csv,TTRAK.csv
BRSAN.csv,CCOLA.csv
BRSAN.csv,YEOTK.csv
TURSG.csv,AKSA.csv
TURSG.csv,VAKBN.csv
TURSG.csv,BIMAS.csv
TURSG.csv,ECILC.csv
TURSG.csv,VESTL.csv
TURSG.csv,EGEEN.csv
TURSG.csv,SISE.csv
TURSG.csv,EREGL.csv
TURSG.csv,VESBE.csv
TURSG.csv,PETKM.csv
TURSG.csv,AKFGY.csv
TURSG.csv,AKSEN.csv
TURSG.csv,GARAN.csv
TURSG.csv,AKFYE.csv
TURSG.csv,TKFEN.csv
TURSG.csv,ALFAS.csv
TURSG.csv,CANTE.csv
TURSG.csv,KLSER.csv
TURSG.csv,ARCLK.csv
TURSG.csv,MGROS.csv
TURSG.csv,ODAS.csv
TURSG.csv,SASA.csv
TURSG.csv,KRDMD.csv
TURSG.csv,AHGAZ.csv
TURSG.csv,TOASO.csv
TURSG.csv,AGESA.csv
TURSG.csv,CWENE.csv
TURSG.csv,AKBNK.csv
TURSG.csv,AKCNS.csv
TURSG.csv,EKGYO.csv
TURSG.csv,ISGYO.csv
TURSG.csv,THYAO.csv
TURSG.csv,PGSUS.csv
